Fts_0,Fts_1,Fts_2,Fts_3,Fts_4,Fts_5,Fts_6,Fts_7,Fts_8,Fts_9,Fts_10,Label
37,0,8.50099270537001,77,3,36,24,0.3,41,41,0,1
51,0,8.491608795698667,102,0,50,-26,0.3,51,53,2,1
44,2,8.498007404567687,87,0,42,-18,0.3,43,46,2,1
51,3,8.508100338129516,80,0,50,-15,0.3,29,31,2,1
56,4,8.521433992147303,83,0,56,1,0.3,26,26,0,1
43,0,8.495452924557954,78,0,44,27,0.3,35,34,0,1
37,0,8.499337769992792,83,0,2,2,0.3,46,81,34,1
57,1,8.49815186322178,84,-6,56,0,0.3,28,28,0,1
37,0,8.481017537756436,83,8,36,5,0.3,45,46,2,1
53,-5,8.508853860495877,83,0,54,13,0.3,30,29,0,1
49,-4,8.50839123901065,79,-3,50,0,0.3,30,30,0,1
55,0,11.488066765237123,82,1,-12,-17,0.3,26,95,68,4
51,0,8.516505860556363,81,0,50,0,0.3,30,32,2,1
36,0,8.48679584733812,83,1,36,0,0.3,46,46,0,1
56,4,11.507184455659043,97,0,50,30,0.3,40,48,8,4
46,5,8.497968738317898,90,0,44,-18,0.3,44,46,2,1
43,0,8.492008986661839,88,0,44,17,0.3,44,44,0,1
55,-1,11.507055014708188,98,0,42,-10,0.3,42,57,14,4
78,-42,10.50745742357319,107,0,62,-5,0.3,29,45,16,3
37,0,8.497488632885217,76,1,20,0,0.3,39,55,16,1
37,0,8.504107273617715,91,3,8,0,0.3,53,83,30,1
45,0,8.492143358897014,81,-1,44,-12,0.3,36,37,2,1
47,0,8.507350116911693,88,1,46,0,0.3,40,41,0,1
46,2,8.495459493145624,82,0,44,-16,0.3,36,38,2,1
56,0,8.509129885655621,95,0,54,-26,0.3,39,41,2,1
48,0,8.50378662160786,89,3,50,28,0.3,41,40,0,1
37,0,8.488398502125424,77,7,-18,-2,0.3,41,96,54,1
42,-4,8.488182848321324,83,0,42,0,0.3,41,42,2,1
52,0,8.501954849323775,84,0,54,29,0.3,32,30,0,1
53,-3,8.480220384101248,87,0,54,18,0.3,34,33,0,1
56,0,11.513088482873972,78,-1,26,-3,0.3,22,52,30,4
55,0,11.499601162114395,82,0,-40,-9,0.3,26,123,96,4
37,0,8.503478142851716,78,0,-4,-12,0.3,42,83,42,1
37,0,8.489317532557155,77,0,28,-5,0.3,40,48,8,1
38,-3,8.498017130777944,92,0,26,3,0.3,54,66,12,1
43,0,8.498475306801504,83,-1,42,0,0.3,40,42,2,1
56,3,11.483289501205046,97,8,46,0,0.3,41,51,10,4
44,3,8.492583780278583,86,1,44,15,0.3,43,42,0,1
53,-1,8.492480903985271,87,0,52,-20,0.3,34,35,2,1
55,0,11.49679012509038,82,1,-10,5,0.3,26,92,66,4
60,0,8.505451293696824,110,-4,60,0,0.3,50,51,2,1
45,0,8.504866093317373,86,0,46,25,0.3,41,40,0,1
37,0,8.503065140747053,79,0,24,0,0.3,43,56,14,1
51,0,8.501259571491989,79,0,52,31,0.3,28,27,0,1
41,0,8.479126832381978,77,7,42,16,0.3,36,35,0,1
43,0,8.50282900669929,79,0,44,23,0.3,36,35,0,1
43,-5,8.48843041450291,77,0,42,-29,0.3,34,35,2,1
56,0,11.49711188811644,92,2,-2,0,0.3,36,94,58,4
102,1,12.500773249933868,104,8,70,-4,0.3,2,34,32,5
55,0,11.489038589235227,77,0,20,-21,0.3,22,57,34,4
51,0,8.50767337912924,83,0,52,0,0.3,31,31,0,1
37,-1,8.500989789220094,106,-4,34,-38,0.3,69,72,4,1
44,-2,8.502364329326701,81,-2,44,1,0.3,37,37,0,1
46,0,8.499889987255067,76,0,44,-27,0.3,30,32,2,1
37,-1,8.505801076321138,79,2,16,0,0.3,42,63,22,1
51,0,8.491225740931474,85,0,50,-30,0.3,34,36,2,1
46,5,8.503218725548045,77,3,46,1,0.3,31,31,0,1
55,0,8.49528224953964,82,0,56,27,0.3,26,25,0,1
38,1,8.479936363664397,79,0,38,15,0.3,42,41,0,1
45,-2,8.508678387462417,79,0,44,-9,0.3,33,35,2,1
51,0,8.51113784721231,83,0,52,6,0.3,31,31,0,1
37,0,8.495063218109362,78,0,24,11,0.3,42,55,14,1
55,0,8.489178750860114,96,-2,54,-3,0.3,41,42,2,1
54,3,11.5060401104389,77,0,-22,0,0.3,23,101,78,4
56,-1,8.507535732248424,88,0,54,-18,0.3,32,33,2,1
51,0,8.512947120244942,86,0,50,-16,0.3,36,37,2,1
55,0,11.498409623348405,95,-2,52,-21,0.3,40,44,4,4
43,0,8.487591190013509,86,0,42,-1,0.3,43,45,2,1
42,3,8.495853366130289,108,-1,42,-2,0.3,66,66,0,1
43,0,8.500106238318908,88,-4,42,-20,0.3,44,46,2,1
37,0,8.494911513056188,74,0,30,-13,0.3,37,43,6,1
55,0,11.504588067503754,78,0,16,-18,0.3,23,63,40,4
55,3,11.48834369296028,72,-7,0,2,0.3,17,72,56,4
50,-2,8.481130171725216,86,-2,50,0,0.3,36,37,0,1
51,-1,8.490449699493048,86,0,50,-15,0.3,35,37,2,1
55,0,11.50351232918838,83,1,-28,-27,0.3,27,111,84,4
55,0,11.497440020037137,95,0,34,-9,0.3,40,62,22,4
43,0,8.513371480066604,85,-2,44,22,0.3,42,41,0,1
42,0,8.51073095756458,86,6,42,0,0.3,44,44,0,1
56,0,8.51186242635196,96,6,56,0,0.3,40,39,0,1
49,2,8.488161916249227,86,0,50,6,0.3,37,37,0,1
56,0,8.497976329169251,87,8,56,1,0.3,31,30,0,1
37,-1,8.487228712027907,77,1,34,0,0.3,40,44,4,1
41,1,8.502022353208051,107,0,38,-4,0.3,66,68,2,1
49,0,8.494355031838841,82,0,46,-11,0.3,33,35,2,1
37,0,8.517237958819761,81,1,38,18,0.3,43,42,0,1
62,0,8.497779888398105,109,0,62,13,0.3,48,47,0,1
44,1,8.497885910335723,77,0,42,-15,0.3,34,36,2,1
56,3,11.497695966090017,95,0,52,-7,0.3,39,44,4,4
79,0,12.4938285033214,83,0,-46,-8,0.3,4,130,126,5
53,0,8.502521234442437,88,1,54,0,0.3,34,33,0,1
49,0,8.495777789386498,84,0,46,-12,0.3,35,37,2,1
49,0,8.499119990673513,88,0,46,-16,0.3,39,41,2,1
37,0,8.488563530398013,76,4,28,2,0.3,40,48,8,1
37,0,8.48301504721237,79,0,0,-8,0.3,42,79,36,1
56,0,11.515742496865837,97,0,44,0,0.3,41,53,12,4
56,3,11.50409342070091,96,8,42,0,0.3,40,55,14,4
45,0,8.481537280408428,81,0,46,22,0.3,36,35,0,1
59,-2,8.501074565595728,87,0,60,6,0.3,28,28,0,1
44,3,8.50291825241955,82,-6,44,1,0.3,38,38,0,1
47,-1,8.502206525454381,84,-2,46,0,0.3,37,37,0,1
56,5,11.50705105396792,72,11,0,0,0.3,16,72,56,4
42,-3,8.514277374246367,77,-3,42,0,0.3,34,35,2,1
37,-2,8.513264501545375,96,-12,20,3,0.3,59,75,16,1
37,0,8.50065437648158,77,-7,24,-23,0.3,40,54,14,1
37,0,8.482791487332376,76,0,28,29,0.3,39,48,8,1
44,0,8.50827420501197,81,-1,42,-27,0.3,37,39,2,1
54,1,8.501193241142614,83,-7,54,0,0.3,29,29,0,1
36,0,8.50684798496309,83,3,36,0,0.3,46,46,0,1
56,0,11.506017324484846,79,0,10,3,0.3,23,68,46,4
41,0,8.505963856649434,83,1,38,-14,0.3,42,44,2,1
48,0,8.515519191017635,86,2,46,0,0.3,38,40,2,1
53,-1,8.503761629016214,86,0,52,-27,0.3,33,34,2,1
44,0,8.492883046409164,90,-3,44,0,0.3,46,46,0,1
104,-2,12.500494807749831,105,0,72,6,0.3,1,33,32,5
43,0,8.510518355828102,86,4,42,-3,0.3,42,44,2,1
37,0,8.492987671491935,94,8,12,10,0.3,57,81,24,1
56,0,11.486482308161829,95,0,52,-26,0.3,39,44,4,4
50,-2,8.510051750987783,111,2,50,0,0.3,61,62,0,1
37,0,8.506085026862989,80,-4,-2,0,0.3,43,83,40,1
52,-1,8.50300158194353,80,0,52,0,0.3,28,28,0,1
44,1,8.505173229418542,84,0,44,6,0.3,41,41,0,1
37,0,8.507448895936928,107,5,30,0,0.3,70,76,6,1
55,0,11.495528527618506,96,0,38,-18,0.3,41,57,16,4
56,5,8.496632257094074,92,0,54,-12,0.3,36,38,2,1
45,0,8.49745075859091,88,-5,44,0,0.3,43,44,2,1
37,0,8.498018433369603,79,4,6,0,0.3,42,74,32,1
43,-5,8.494244077910412,75,0,42,0,0.3,32,34,2,1
37,0,8.506010214939645,82,1,26,28,0.3,45,56,12,1
44,0,8.486471201370588,84,-2,44,0,0.3,40,40,0,1
37,0,8.506502912223649,74,0,26,-2,0.3,38,48,10,1
43,0,8.50614221126505,86,4,42,0,0.3,44,45,2,1
56,0,11.529655856306977,80,5,-2,-20,0.3,24,83,58,4
56,3,8.48128424424185,79,0,56,22,0.3,23,22,0,1
55,0,11.50118625660086,82,0,-22,-1,0.3,26,105,78,4
56,0,11.497577239296604,95,-2,42,-24,0.3,40,54,14,4
41,4,8.492687828185637,76,0,42,6,0.3,35,35,0,1
56,0,11.51103802860474,92,0,50,7,0.3,36,43,6,4
41,0,8.487576327607684,78,0,42,30,0.3,37,37,0,1
52,0,8.497300924087407,86,2,52,0,0.3,34,34,0,1
42,0,8.488615870097577,83,2,42,0,0.3,41,41,0,1
39,5,8.498387889800453,79,-1,38,-2,0.3,40,40,0,1
84,0,12.4973200027889,88,0,-2,-17,0.3,3,90,88,5
55,0,11.472159227931696,83,0,-28,15,0.3,27,111,84,4
45,-5,8.505267592834388,90,0,44,-1,0.3,45,46,2,1
49,0,8.500531581706946,87,0,50,22,0.3,38,38,0,1
55,0,11.485342799999165,77,0,-10,2,0.3,21,87,66,4
46,5,8.504003769581386,85,-1,46,0,0.3,39,39,0,1
55,0,12.504519922303523,29,-194,-22,0,0.3,-26,52,78,5
45,1,8.479218276373453,86,0,44,-6,0.3,40,42,2,1
56,0,11.501431733974108,95,0,52,26,0.3,40,44,4,4
41,2,8.506426411071635,77,0,38,0,0.3,37,39,2,1
56,0,11.522990245763339,79,6,12,-5,0.3,23,66,42,4
56,5,8.476523663279771,81,0,56,24,0.3,25,24,0,1
43,0,8.508913008623407,83,0,44,24,0.3,40,39,0,1
55,0,11.49581595690842,96,0,50,-24,0.3,41,47,6,4
45,0,8.508171503367095,108,0,44,-10,0.3,62,64,2,1
37,0,8.50928678399192,76,0,34,2,0.3,39,43,4,1
43,0,8.519299768537351,79,2,42,-2,0.3,36,38,2,1
40,4,8.516278293693551,77,0,38,0,0.3,38,39,2,1
45,0,8.484774501526914,79,0,44,-12,0.3,34,35,2,1
44,2,8.503099136563202,85,0,44,7,0.3,41,41,0,1
51,-2,8.501324095943481,85,0,52,24,0.3,34,33,0,1
37,0,8.507712950516144,83,0,30,-14,0.3,46,52,6,1
47,-1,8.49443341536773,90,8,46,0,0.3,42,43,0,1
45,0,8.492799600537328,83,-7,44,0,0.3,38,39,2,1
56,0,11.513245949779268,77,4,0,5,0.3,22,77,56,4
53,0,8.498905669292212,88,2,54,27,0.3,35,33,0,1
44,0,8.503459146187916,108,0,42,-16,0.3,64,66,2,1
56,0,8.512779742238552,95,0,56,16,0.3,40,39,0,1
37,0,8.494022955800128,83,0,0,-22,0.3,46,83,36,1
43,1,8.500782245035259,96,0,42,7,0.3,53,55,2,1
53,-1,8.501216765524546,86,0,54,9,0.3,33,32,0,1
56,0,8.512935503960026,86,0,56,16,0.3,31,30,0,1
37,-3,8.508275067139941,97,0,34,-3,0.3,61,64,2,1
37,0,8.515807166197805,80,0,36,9,0.3,43,44,0,1
84,0,12.487363217417343,88,0,6,-1,0.3,4,83,78,5
46,0,8.492765385529085,82,0,44,-27,0.3,36,38,2,1
48,0,8.509932757207823,78,-1,50,29,0.3,30,29,0,1
102,-3,12.502811273221313,103,0,72,23,0.3,1,31,30,5
56,0,11.493600203162876,97,-2,46,-4,0.3,41,51,10,4
56,-1,8.501339791206124,81,0,56,1,0.3,25,24,0,1
55,-5,11.496545076999285,81,0,-22,-11,0.3,26,105,78,4
79,0,12.501154494473122,83,0,-28,1,0.3,4,112,108,5
50,3,8.506999264668819,106,0,50,0,0.3,57,57,0,1
48,2,8.489615064216576,88,0,46,0,0.3,40,41,2,1
55,0,11.488967376036287,96,0,52,-10,0.3,41,44,4,4
56,1,11.496350776357946,77,0,0,0,0.3,22,77,56,4
54,3,8.504638593616207,89,4,54,0,0.3,35,35,0,1
102,0,12.489607788032414,102,0,70,-5,0.3,1,33,32,5
47,-3,8.493691693232075,77,0,46,0,0.3,29,30,0,1
41,1,8.504898209705935,76,0,42,5,0.3,35,35,0,1
45,4,8.507030154355338,79,0,44,0,0.3,35,35,0,1
42,-2,8.496032704194324,99,0,42,0,0.3,57,58,2,1
37,0,8.518097816269213,76,0,20,-14,0.3,39,55,16,1
53,2,8.498712478194767,80,0,52,-6,0.3,27,28,2,1
37,0,8.494902271335349,77,0,26,9,0.3,40,51,10,1
56,2,8.505127667196978,82,0,56,12,0.3,26,25,0,1
56,0,8.487842251790825,81,0,56,3,0.3,25,24,0,1
37,0,8.501733791795672,77,0,2,-22,0.3,40,74,34,1
45,-2,8.495809853174665,88,0,44,-3,0.3,43,44,2,1
37,1,8.511088947780047,78,0,-6,0,0.3,41,86,44,1
53,0,8.51600026237237,85,0,54,17,0.3,32,31,0,1
37,0,8.488648062097697,106,0,28,21,0.3,68,77,8,1
46,1,8.491380108258081,83,0,44,-24,0.3,37,39,2,1
46,-4,8.51487935286803,76,-2,46,-4,0.3,30,30,0,1
37,0,8.476945203611113,76,4,28,-1,0.3,39,48,8,1
37,0,8.498926089985602,79,0,28,22,0.3,42,51,8,1
56,0,11.502397993725639,97,0,52,-29,0.3,41,46,4,4
38,1,8.501700593822877,106,0,38,0,0.3,68,67,0,1
37,0,8.503475640495116,75,0,34,14,0.3,38,41,2,1
37,0,8.483162363831752,76,1,30,22,0.3,40,45,6,1
39,5,8.48284672944909,79,0,38,0,0.3,40,41,0,1
41,1,8.507901295389262,102,0,38,-11,0.3,61,63,2,1
42,0,8.491231402296458,86,0,42,-1,0.3,44,45,2,1
39,4,8.491186909719938,77,2,38,0,0.3,38,39,0,1
47,3,8.4933030794232,84,-1,46,0,0.3,37,38,0,1
37,0,8.496248654926763,77,0,-24,-4,0.3,41,103,62,1
56,0,11.48605555720547,95,-2,42,-4,0.3,40,54,14,4
79,-1,12.493193099274482,83,-8,436,1822,0.3,4,-353,-356,5
47,-4,8.521831658998195,84,0,46,0,0.3,37,38,0,1
43,0,8.51832089876949,95,0,42,-9,0.3,52,54,2,1
45,3,8.502436136439485,81,0,44,-6,0.3,36,37,2,1
37,0,8.497842600163665,95,-4,16,19,0.3,58,80,22,1
49,3,8.499984742188191,87,1,50,1,0.3,38,38,0,1
37,0,8.500323533132871,44,-83,24,1,0.3,7,20,14,1
46,0,8.482312484827743,76,3,46,5,0.3,30,30,0,1
37,0,8.492656034365202,93,0,10,15,0.3,55,82,28,1
53,0,8.490172379058116,80,0,54,19,0.3,27,26,0,1
53,-1,8.487482851858227,78,0,52,-8,0.3,25,26,2,1
53,-3,8.498252003879688,83,0,54,14,0.3,30,29,0,1
47,-1,8.495897973980265,109,0,46,0,0.3,62,62,0,1
58,0,8.504588136279565,83,0,56,0,0.3,26,26,0,1
45,0,8.504909471508958,79,0,44,-3,0.3,33,35,2,1
49,0,8.501039408691078,84,0,46,-8,0.3,36,38,2,1
84,0,12.506394062018208,88,0,-2,-7,0.3,3,90,88,5
55,0,11.494307217713137,77,0,-4,-27,0.3,21,82,60,4
58,3,8.518671030160926,97,0,56,0,0.3,39,40,2,1
46,2,8.501700393091111,76,4,46,0,0.3,30,30,0,1
37,0,8.503345255521191,76,0,26,13,0.3,39,50,12,1
55,0,11.497151590937094,77,-3,28,-14,0.3,21,48,28,4
56,0,11.523553295207115,77,0,-20,29,0.3,21,97,76,4
85,0,12.485991640550099,88,0,2,-26,0.3,3,86,82,5
37,0,8.49897704369351,76,0,26,2,0.3,39,50,12,1
45,1,8.498857370861144,106,0,46,17,0.3,61,60,0,1
37,0,8.490262763014869,77,0,36,22,0.3,40,41,0,1
56,3,11.503754973650544,99,3,42,0,0.3,43,57,14,4
56,0,11.488555056048542,77,0,-6,5,0.3,21,85,64,4
43,0,8.492869343892213,84,-2,42,0,0.3,41,43,2,1
44,-5,8.489429737690378,84,0,44,6,0.3,41,41,0,1
60,-1,8.489542593732253,109,-2,60,0,0.3,49,50,0,1
44,3,8.506391633870072,77,0,44,17,0.3,33,33,0,1
45,0,8.486140789580112,78,0,44,-25,0.3,33,34,2,1
63,1,8.514995617541318,110,0,62,0,0.3,47,48,0,1
37,0,8.503269735501588,79,0,16,-25,0.3,43,64,22,1
41,0,8.50956972059545,78,0,38,-19,0.3,37,39,2,1
103,-2,12.50246622496898,104,-1,70,-15,0.3,1,35,34,5
37,0,8.523846262074677,81,-1,-4,0,0.3,45,86,42,1
107,4,12.503898851419848,108,0,70,0,0.3,1,38,36,5
50,4,8.497591624534072,77,0,50,0,0.3,27,28,2,1
56,0,11.509947469847587,92,-4,46,0,0.3,36,46,10,4
49,0,8.513924143088579,106,-6,50,9,0.3,57,57,0,1
82,0,12.502941875510082,86,8,-2,0,0.3,4,88,84,5
38,1,8.497086249522818,102,0,36,-14,0.3,64,66,2,1
43,0,8.50527538167805,81,0,44,23,0.3,37,37,0,1
53,0,8.493951731261218,104,0,54,4,0.3,51,49,0,1
42,3,8.511603965177505,77,0,42,1,0.3,35,35,0,1
38,1,8.508690223516266,75,0,38,21,0.3,37,36,0,1
55,0,8.512785959939805,85,0,54,-2,0.3,30,31,2,1
42,2,8.478298650370338,88,0,42,0,0.3,46,47,2,1
101,0,12.505449733223113,102,0,72,18,0.3,1,29,28,5
37,0,8.496429052019398,76,0,24,10,0.3,39,52,14,1
56,0,11.50756171119321,77,0,-12,12,0.3,21,90,68,4
39,-2,8.469696065566097,77,-1,38,0,0.3,38,39,0,1
55,0,11.497549138290193,95,0,44,28,0.3,40,51,12,4
43,-1,8.514427238824254,82,0,42,-12,0.3,39,41,2,1
37,0,8.501457060214026,105,-5,20,-7,0.3,68,84,16,1
52,-2,8.522402250244655,109,0,52,0,0.3,56,57,0,1
49,-5,8.514927491060652,87,0,50,3,0.3,38,38,0,1
47,5,8.48465360365105,95,0,46,0,0.3,48,49,0,1
37,0,8.50655921156541,83,-1,16,0,0.3,46,67,22,1
40,5,8.501327679589275,89,0,38,0,0.3,49,50,2,1
37,4,8.512923451641928,80,0,30,0,0.3,43,49,6,1
42,1,8.51014310112697,79,0,42,0,0.3,36,37,2,1
42,3,8.496763192888954,86,0,42,0,0.3,44,44,0,1
37,0,8.500461994854852,78,0,-4,-30,0.3,42,83,42,1
45,0,8.498599679250573,87,0,44,-1,0.3,43,43,0,1
103,2,12.482967033745279,104,4,72,6,0.3,1,32,30,5
46,2,8.512377236444227,87,0,44,-28,0.3,41,43,2,1
44,-4,8.488838418975973,76,-1,44,0,0.3,32,32,0,1
55,0,11.505395249084089,79,0,10,-12,0.3,23,68,46,4
43,0,8.496855872500605,86,-4,42,-1,0.3,42,44,2,1
85,0,12.528875213436775,88,0,2,5,0.3,3,86,82,5
45,-4,8.493189769662978,81,-2,46,14,0.3,36,35,0,1
55,-1,11.511052748651375,95,0,46,-1,0.3,40,49,8,4
44,0,8.481547551282544,83,0,44,12,0.3,39,39,0,1
55,0,11.499840592024045,79,0,16,-23,0.3,23,63,40,4
45,0,8.517116585425548,79,4,46,18,0.3,33,32,0,1
43,0,8.493640919020953,83,0,44,26,0.3,40,39,0,1
37,0,8.500672032590453,77,0,18,-12,0.3,41,59,18,1
49,2,8.510258612872777,85,0,46,-9,0.3,36,39,2,1
55,-4,8.483501984313433,83,0,54,-5,0.3,28,29,2,1
55,-1,11.49804576304739,99,2,46,0,0.3,43,52,8,4
37,0,8.508405453241393,77,0,30,17,0.3,40,46,6,1
37,5,8.513791210254567,77,0,36,0,0.3,40,41,0,1
45,2,8.497267363551405,81,0,44,0,0.3,35,37,2,1
37,0,8.511345122958677,80,0,12,3,0.3,43,67,24,1
52,-4,8.48834193019427,86,0,52,-1,0.3,34,35,0,1
37,0,8.492395040190987,76,-1,26,-22,0.3,39,50,10,1
81,3,12.501684271014861,85,1,-42,-21,0.3,4,129,124,5
39,-1,8.508544571776207,76,-3,38,-5,0.3,38,37,0,1
52,1,8.498178299924207,88,0,52,0,0.3,36,37,0,1
37,0,8.506124050964038,92,0,18,-11,0.3,55,74,20,1
46,-3,8.486401633147294,88,0,46,1,0.3,42,41,0,1
55,0,11.505198941397609,95,0,50,-27,0.3,40,46,6,4
41,0,8.497925518157633,82,-4,38,-29,0.3,41,43,2,1
55,0,11.499546761356902,77,0,-24,3,0.3,21,103,82,4
56,-1,11.50701267508452,78,-5,26,-9,0.3,22,52,30,4
56,0,8.482229852855394,85,0,54,-26,0.3,29,31,2,1
43,-3,8.521685066609576,99,0,42,0,0.3,56,58,2,1
56,-1,11.508734615254587,95,-2,42,0,0.3,40,54,14,4
50,0,8.496419740978027,79,-4,50,0,0.3,30,30,0,1
43,5,8.493636735435555,77,-1,42,0,0.3,34,35,2,1
53,3,8.507660719938862,86,-1,54,21,0.3,33,32,0,1
45,0,8.507547170907706,77,0,44,-24,0.3,31,33,2,1
46,0,8.487026189564833,77,-1,46,-7,0.3,32,31,0,1
37,0,8.493152021859025,77,-2,-14,-13,0.3,40,92,52,1
54,-3,8.495845806983395,83,0,54,0,0.3,28,28,0,1
38,3,8.484496231010462,77,0,36,-19,0.3,39,41,2,1
52,-2,8.501340057878934,102,0,52,0,0.3,50,50,0,1
82,0,12.495185668889597,86,0,-10,1,0.3,3,96,92,5
37,0,8.49564836671992,76,5,28,-6,0.3,40,48,8,1
55,0,11.496657753654269,79,0,24,2,0.3,23,55,32,4
37,0,8.495291253038669,78,0,16,10,0.3,41,63,22,1
48,0,8.512363305573121,86,0,50,21,0.3,38,37,0,1
56,-3,8.494434945703352,83,0,56,0,0.3,26,26,0,1
52,5,8.488191930069354,83,0,52,0,0.3,30,31,0,1
43,0,8.498009200405978,84,0,42,-3,0.3,41,43,2,1
37,0,8.514206068163466,77,0,-4,-12,0.3,41,83,42,1
45,2,8.50657171704421,106,-1,46,28,0.3,61,60,0,1
53,2,8.489284851381147,104,0,54,4,0.3,50,49,0,1
56,0,8.504118853113127,95,0,56,6,0.3,40,39,0,1
37,-2,8.500336611795568,86,0,38,15,0.3,48,47,0,1
55,0,11.507513901055773,79,-3,20,-5,0.3,23,58,34,4
82,0,12.49218095218565,85,-3,-10,0,0.3,3,95,92,5
52,-3,8.48572998413293,83,0,52,0,0.3,31,32,0,1
51,1,8.482527304622353,82,0,52,9,0.3,31,30,0,1
45,0,8.505689628595277,85,0,44,-18,0.3,40,41,2,1
49,0,8.492354769237307,87,0,50,16,0.3,38,38,0,1
41,0,8.495687276518316,77,1,42,10,0.3,36,35,0,1
49,-1,8.494158376595758,84,0,50,0,0.3,35,35,0,1
45,0,8.51056066857749,88,0,46,30,0.3,42,41,0,1
49,0,8.489190977539923,82,0,46,-5,0.3,33,35,2,1
41,0,8.480321992294858,79,-2,38,-28,0.3,38,40,2,1
80,0,12.484258385639174,84,-4,-20,1,0.3,4,105,100,5
104,-2,12.490085653939998,105,0,70,0,0.3,1,35,34,5
53,-4,8.496378114891808,78,0,54,0,0.3,25,24,0,1
65,-2,8.508229468585531,109,0,64,0,0.3,45,45,0,1
37,3,8.492615872594522,81,-5,-4,0,0.3,44,86,42,1
37,0,8.487756425637581,83,0,0,-21,0.3,46,83,36,1
41,1,8.496741382051148,79,0,42,2,0.3,38,37,0,1
55,-1,8.500854107646246,77,0,54,0,0.3,22,23,0,1
41,2,8.505766957047912,81,0,42,16,0.3,39,39,0,1
44,0,8.498643274867206,84,0,44,10,0.3,40,40,0,1
37,0,8.481051172117667,105,0,24,15,0.3,68,82,14,1
47,0,8.50008800829066,83,-5,46,0,0.3,36,37,0,1
60,5,8.504548131294838,87,0,60,0,0.3,27,28,0,1
38,0,8.521960982350791,83,0,38,1,0.3,45,44,0,1
56,0,11.50383409347439,77,0,-10,2,0.3,21,87,66,4
55,0,11.5120325168441,97,-6,46,0,0.3,41,50,8,4
37,0,8.493448906478523,77,8,34,2,0.3,40,44,4,1
45,0,8.502237571450944,86,0,46,18,0.3,40,39,0,1
56,0,8.494935257703943,108,0,54,-8,0.3,52,53,2,1
47,-5,8.499219473794037,108,0,46,0,0.3,61,62,0,1
46,5,8.486400447205115,84,0,44,-16,0.3,38,40,2,1
52,0,8.500645003415116,84,1,52,0,0.3,32,32,0,1
44,2,8.483869198664664,93,0,44,7,0.3,50,50,0,1
49,0,8.480085529155101,95,-3,50,4,0.3,46,46,0,1
55,0,11.516717317850246,77,0,0,-1,0.3,22,77,56,4
49,2,8.487643521408343,77,0,46,-4,0.3,28,30,2,1
44,-3,8.50433801609711,106,-4,44,2,0.3,62,62,0,1
55,0,11.483716519023524,77,0,-2,-2,0.3,21,79,58,4
40,0,8.498146960713223,86,-5,38,0,0.3,46,48,2,1
104,2,12.498900244233647,105,2,72,3,0.3,1,33,32,5
55,0,11.497654980378435,92,0,46,-6,0.3,37,46,8,4
37,0,8.50186015387357,75,-7,20,-12,0.3,38,54,16,1
56,0,11.498933053908434,95,-4,52,0,0.3,40,44,4,4
53,5,8.513695736459658,86,0,54,1,0.3,32,32,0,1
37,-1,8.520675290581286,81,-3,36,-10,0.3,43,44,2,1
41,-1,8.494748061608451,108,0,38,-30,0.3,67,69,2,1
41,-4,8.47540187465682,86,0,42,11,0.3,45,44,0,1
80,1,12.5071365896121,84,0,-42,-29,0.3,4,128,124,5
51,-4,8.49667916023233,86,0,50,-15,0.3,35,37,2,1
53,2,8.502797125912197,86,0,54,17,0.3,33,32,0,1
46,0,8.494487441597371,82,0,44,-29,0.3,36,38,2,1
107,2,12.496161476628917,108,0,72,2,0.3,1,36,34,5
44,0,8.49869592572737,87,0,44,9,0.3,43,43,0,1
42,-5,8.496328615128272,108,0,42,0,0.3,67,67,0,1
55,0,8.510609551495591,81,0,54,-11,0.3,26,27,2,1
45,0,8.499783713181454,78,-5,44,-12,0.3,33,34,2,1
37,0,8.50752213370671,75,0,28,-15,0.3,38,46,8,1
47,0,8.494941804432985,79,5,46,0,0.3,31,32,0,1
37,0,8.497583204807368,76,-5,36,0,0.3,40,40,0,1
43,-1,8.50863417614226,77,0,42,-17,0.3,34,35,2,1
41,0,8.494798256590197,81,3,42,4,0.3,39,39,0,1
44,0,8.514806512121048,86,2,42,-18,0.3,43,45,2,1
56,0,8.518774075823611,107,3,56,0,0.3,51,50,0,1
51,0,8.492241057320525,88,8,52,14,0.3,37,36,0,1
51,0,8.508037450185295,79,0,50,-19,0.3,27,30,2,1
51,0,8.509579161436394,86,0,52,1,0.3,35,35,0,1
55,0,11.492287243988617,79,1,16,11,0.3,23,63,40,4
37,0,8.479951812734974,78,0,0,3,0.3,41,78,36,1
41,0,8.488115888570746,84,1,42,28,0.3,44,43,0,1
45,0,8.513083318539433,86,-1,46,18,0.3,41,40,0,1
45,0,8.50246740553775,86,0,46,31,0.3,41,40,0,1
48,0,8.490675200010866,86,8,46,0,0.3,39,40,2,1
44,4,8.505173724410449,77,0,44,3,0.3,33,33,0,1
41,1,8.505603644515283,81,0,42,5,0.3,40,40,0,1
62,0,8.49100975804384,109,5,60,0,0.3,47,49,2,1
43,-1,8.490508492963254,84,0,42,-13,0.3,41,43,2,1
44,0,8.49149813728128,89,0,42,-24,0.3,45,48,2,1
43,-1,8.511718631761532,79,0,44,24,0.3,36,35,0,1
37,-1,8.519689592241033,76,-6,36,0,0.3,40,40,0,1
56,0,11.50575109072018,76,0,-18,0,0.3,20,94,74,4
